지역,2012,2013,2014,2015,2016,2017,2018,2019,2020
영양군,98257.2,105247.3,106598.6,114829.3,115085.2,121892.7,124000.8,121778.3,123750.3
영덕군,214494.2,220604.4,233208.3,231105.2,249565.1,246900.8,257377.9,244872.1,251574.7
청도군,272031.1,273841.8,286239.0,297499.4,311246.6,320013.2,332408.3,326994.8,334486.5
고령군,262829.3,259297.2,279511.5,284357.7,294718.1,301890.0,304064.0,291524.4,299322.2
성주군,354386.2,369085.6,391406.4,404708.0,433749.3,434472.8,448779.6,436903.6,897110.9
칠곡군,792599.3,807981.3,879459.9,912118.0,980173.5,1008162.3,1018519.6,1000667.3,996261.0
예천군,242653.3,258631.2,271194.9,281561.9,301572.4,318642.2,369250.6,387831.0,412743.3
봉화군,186576.8,195976.5,206319.1,213272.4,226775.8,228061.9,236740.9,236370.5,238671.9
울진군,272292.9,290047.8,309096.3,314033.9,338602.5,339862.0,352740.2,334987.8,340549.5
울릉군,45040.0,41682.8,42217.4,46004.0,44779.6,49353.5,52647.2,50560.1,46148.9
경상남도,22581629.4,21768549.9,22178240.7,22575592.4,23362812.2,23861486.2,23988205.7,23804891.8,24471061.2
진주시,2253803.6,2147989.7,2224102.0,2301622.4,2376702.2,2432340.7,2407440.9,2404880.7,2482932.2
통영시,629327.7,663987.2,679945.2,720479.0,713631.4,705035.4,708737.0,705664.2,711150.3
사천시,701420.9,738881.4,751333.8,752397.5,765205.6,777009.6,766074.0,760144.8,780908.1
김해시,3770955.8,3410954.1,3547275.2,3548921.4,3683340.3,3685486.9,3727040.3,3689636.6,3917286.8
밀양시,847402.7,849463.1,890455.1,904686.4,928925.8,914539.7,893750.1,869282.6,952553.5
거제시,1213402.5,1197249.3,1235701.9,1322314.7,1341220.3,1378660.8,1378911.1,1382379.8,1371616.9
양산시,1968141.8,1912833.5,2065185.6,2160784.7,2295729.1,2403398.5,2522951.1,2544572.6,2788029.5
창원시,7892479.4,7390994.8,7155996.4,7120715.0,7247236.5,7635089.0,7750728.2,7633544.4,7474876.3
의령군,211576.0,217844.4,223395.6,224353.5,220348.8,224821.0,216018.6,214623.2,226461.3
함안군,564318.5,641032.6,688732.1,798724.9,978535.5,890262.5,811617.1,833042.0,949724.0
창녕군,425428.2,438411.6,442324.0,464679.9,476920.4,489106.9,492265.8,481021.8,488144.4
남해군,248277.2,257175.3,264167.3,260106.6,271690.4,269994.9,268380.7,271802.1,276377.3
하동군,304410.7,317415.4,323900.6,334725.2,337610.9,345885.2,343309.9,334505.9,330764.9
산청군,267666.1,273526.2,283980.0,292244.3,296408.7,301198.3,305048.6,299834.0,315375.3
함양군,228295.0,265018.7,320976.7,267381.1,297567.2,268421.5,267027.5,262795.2,266758.3
거창군,399445.1,371822.0,387909.3,396815.2,416018.3,424053.4,423300.2,427859.3,438070.3
합천군,319454.6,324872.9,329609.4,337724.3,337965.8,338798.5,325701.4,319079.8,330913.6
제주특별자치도,4109468.5,4632025.8,5669429.0,6508808.6,7276853.5,7713095.5,8532534.4,9069125.7,9536870.7
제주시,3084569.7,3533680.3,4523528.5,5288713.1,6120209.6,6486599.7,7277920.6,7844223.8,8295902.7
서귀포시,1024898.8,1098345.4,1145900.5,1220095.5,1156643.9,1226495.8,1254613.7,1224901.9,1240968.0
